date,branch_id,branch_name,city,total_orders,total_customers,dine_in_orders,takeaway_orders,gross_revenue,discount_amount,net_revenue,food_cost,packaging_cost,labor_cost,overhead_cost,marketing_cost,total_cost,gross_profit,gross_margin_pct,avg_order_value,avg_prep_time_min,complaints_count,refunds_amount
2025-10-13,B003,Falcon QSR Islamabad,Islamabad,230,247,133,97,184640.0,6949.73,177690.27,134897.46,12899.0,194.14,138.93,0.0,149390.3,28299.97,0.1593,772.57,13.76,4,1260.77
2025-10-14,B003,Falcon QSR Islamabad,Islamabad,255,279,148,107,210695.0,9037.42,201657.58,159889.98,14284.0,179.26,139.7,0.0,175812.87,25844.71,0.1282,790.81,12.91,7,1319.93
2025-10-15,B003,Falcon QSR Islamabad,Islamabad,261,283,140,121,178275.0,12285.17,165989.83,129523.06,14541.0,184.09,136.53,0.0,145435.73,20554.1,0.1238,635.98,16.87,10,1051.06
2025-10-16,B003,Falcon QSR Islamabad,Islamabad,208,219,122,86,162015.0,5286.14,156728.86,120699.76,11989.0,193.87,144.62,0.0,134436.96,22291.9,0.1422,753.5,13.46,2,1409.71
2025-10-17,B003,Falcon QSR Islamabad,Islamabad,206,225,123,83,175015.0,12451.66,162563.34,131853.35,11341.0,183.81,134.75,0.0,144653.08,17910.26,0.1102,789.14,19.04,4,1140.16
2025-10-18,B003,Falcon QSR Islamabad,Islamabad,266,283,161,105,191385.0,8187.47,183197.53,144324.78,14709.0,197.91,139.27,0.0,161506.59,21690.94,0.1184,688.71,15.72,7,2135.62
2025-10-19,B003,Falcon QSR Islamabad,Islamabad,290,314,176,114,245150.0,8350.57,236799.43,186242.6,15863.0,202.24,142.88,0.0,203492.67,33306.76,0.1407,816.55,12.33,9,1041.94
2025-10-20,B003,Falcon QSR Islamabad,Islamabad,229,255,137,92,165785.0,5921.93,159863.07,123560.82,12349.0,179.33,145.97,0.0,137617.34,22245.74,0.1392,698.09,12.64,5,1382.21
2025-10-21,B003,Falcon QSR Islamabad,Islamabad,233,254,126,107,185900.0,7715.83,178184.17,135806.66,13398.0,193.72,137.74,0.0,150753.86,27430.31,0.1539,764.74,14.46,4,1217.73
2025-10-22,B003,Falcon QSR Islamabad,Islamabad,224,247,135,89,167405.0,5770.23,161634.77,122208.37,11624.0,187.23,140.08,0.0,135592.0,26042.78,0.1611,721.58,13.05,6,1432.31
2025-10-23,B003,Falcon QSR Islamabad,Islamabad,240,256,142,98,151210.0,3909.82,147300.18,112181.86,12471.0,192.27,144.16,0.0,125933.8,21366.38,0.1451,613.75,11.91,2,944.5
2025-10-24,B003,Falcon QSR Islamabad,Islamabad,239,266,137,102,185270.0,9583.26,175686.74,138520.91,14071.0,203.0,137.03,0.0,154096.09,21590.65,0.1229,735.09,15.9,7,1164.15
2025-10-25,B003,Falcon QSR Islamabad,Islamabad,248,259,116,132,195970.0,13281.64,182688.36,146891.17,15774.0,191.71,134.8,0.0,164563.96,18124.4,0.0992,736.65,12.17,3,1572.28
2025-10-26,B003,Falcon QSR Islamabad,Islamabad,297,326,170,127,223690.0,3672.77,220017.23,165538.56,16161.0,184.35,141.69,0.0,183843.52,36173.71,0.1644,740.8,14.29,3,1817.93
2025-10-27,B003,Falcon QSR Islamabad,Islamabad,245,280,146,99,184200.0,12975.15,171224.85,136366.16,13505.0,178.24,142.05,0.0,150821.8,20403.06,0.1192,698.88,9.79,6,630.34
2025-10-28,B003,Falcon QSR Islamabad,Islamabad,263,295,149,114,195870.0,3037.33,192832.67,147507.15,14792.0,182.38,144.22,0.0,164102.85,28729.82,0.149,733.2,13.26,8,1477.1
2025-10-29,B003,Falcon QSR Islamabad,Islamabad,234,245,132,102,199615.0,5254.12,194360.88,150425.74,13943.0,171.65,139.95,0.0,166492.96,27867.92,0.1434,830.6,14.29,7,1812.62
2025-10-30,B003,Falcon QSR Islamabad,Islamabad,244,256,139,105,193655.0,8028.02,185626.98,141765.34,15228.0,184.09,135.38,0.0,159003.61,26623.37,0.1434,760.77,14.52,4,1690.81
2025-10-31,B003,Falcon QSR Islamabad,Islamabad,248,277,139,109,175910.0,7400.86,168509.14,128808.74,14090.0,193.25,143.92,0.0,145092.66,23416.48,0.139,679.47,15.38,6,1856.75
2025-11-01,B003,Falcon QSR Islamabad,Islamabad,284,311,168,116,244435.0,11232.3,233202.7,183256.54,16918.0,199.26,143.21,4278.69,207680.03,25522.68,0.1094,821.14,17.31,7,2884.32
2025-11-02,B003,Falcon QSR Islamabad,Islamabad,297,314,169,128,251770.0,5370.73,246399.27,186554.21,17840.0,192.25,139.44,6251.16,212526.09,33873.18,0.1375,829.63,12.24,7,1549.04
2025-11-03,B003,Falcon QSR Islamabad,Islamabad,233,248,126,107,154830.0,10617.88,144212.12,117399.98,13256.0,191.25,149.1,6490.49,138531.23,5680.89,0.0394,618.94,14.66,4,1044.42
2025-11-04,B003,Falcon QSR Islamabad,Islamabad,209,238,123,86,127105.0,8125.24,118979.76,95783.0,10576.0,181.26,142.24,6274.64,113856.29,5123.47,0.0431,569.28,13.51,4,899.15
2025-11-05,B003,Falcon QSR Islamabad,Islamabad,244,272,143,101,174080.0,12483.4,161596.6,129677.62,12846.0,191.31,148.59,4893.22,149812.0,11784.59,0.0729,662.28,14.29,7,2055.26
2025-11-06,B003,Falcon QSR Islamabad,Islamabad,212,233,123,89,163400.0,2941.2,160458.8,123465.92,11912.0,175.41,140.46,4614.9,141667.3,18791.5,0.1171,756.88,13.14,4,1358.61
2025-11-07,B003,Falcon QSR Islamabad,Islamabad,248,276,139,109,202950.0,8899.17,194050.83,152048.9,15018.0,193.16,151.78,2915.94,171131.66,22919.17,0.1181,782.46,17.55,8,803.88
2025-11-08,B003,Falcon QSR Islamabad,Islamabad,275,303,164,111,203890.0,13493.66,190396.34,148748.68,15314.0,194.32,148.55,8388.35,174358.46,16037.88,0.0842,692.35,17.09,3,1564.56
2025-11-09,B003,Falcon QSR Islamabad,Islamabad,250,261,143,107,178340.0,8120.54,170219.46,132694.94,14140.0,192.03,142.48,8447.95,156925.43,13294.04,0.0781,680.88,14.01,9,1308.03
2025-11-10,B003,Falcon QSR Islamabad,Islamabad,208,231,126,82,179955.0,11891.58,168063.42,136524.83,11790.0,174.48,144.56,5007.59,154443.22,13620.19,0.081,808.0,16.12,2,801.77
2025-11-11,B003,Falcon QSR Islamabad,Islamabad,226,246,131,95,174295.0,7291.38,167003.62,127368.05,12614.0,192.0,141.74,7986.76,150152.63,16850.99,0.1009,738.95,13.69,6,1850.08
2025-11-12,B003,Falcon QSR Islamabad,Islamabad,226,245,131,95,172745.0,11072.62,161672.38,129761.32,12721.0,186.14,141.49,5611.75,149730.65,11941.73,0.0739,715.36,16.47,7,1308.96
2025-11-13,B003,Falcon QSR Islamabad,Islamabad,225,250,133,92,196635.0,10483.1,186151.9,147615.62,13174.0,176.8,148.78,4008.77,166193.8,19958.1,0.1072,827.34,13.76,5,1069.83
2025-11-14,B003,Falcon QSR Islamabad,Islamabad,220,235,126,94,155150.0,7117.86,148032.14,114479.41,12391.0,187.17,141.77,3352.87,131586.22,16445.93,0.1111,672.87,18.59,3,1034.0
2025-11-15,B003,Falcon QSR Islamabad,Islamabad,275,300,164,111,198215.0,13617.51,184597.49,146874.54,14987.0,187.99,151.53,4626.19,168076.93,16520.56,0.0895,671.26,17.43,5,1249.68
2025-11-16,B003,Falcon QSR Islamabad,Islamabad,280,298,166,114,225585.0,15088.06,210496.94,169106.75,16357.0,196.99,145.77,2594.79,189203.11,21293.83,0.1012,751.77,16.34,6,801.82
2025-11-17,B003,Falcon QSR Islamabad,Islamabad,215,227,125,90,172105.0,5393.6,166711.4,127154.95,12247.0,185.1,142.78,6282.46,147292.56,19418.83,0.1165,775.4,17.5,4,1280.28
2025-11-18,B003,Falcon QSR Islamabad,Islamabad,232,254,138,94,171235.0,9619.08,161615.92,127698.8,12625.0,190.41,143.38,2530.65,145061.78,16554.14,0.1024,696.62,11.5,2,1873.54
2025-11-19,B003,Falcon QSR Islamabad,Islamabad,221,233,130,91,152790.0,7997.24,144792.76,112819.41,12126.0,182.91,143.53,5393.29,131100.16,13692.59,0.0946,655.17,15.76,3,435.03
2025-11-20,B003,Falcon QSR Islamabad,Islamabad,227,252,126,101,216195.0,13315.22,202879.78,165442.05,15005.0,194.1,142.62,6674.66,188781.72,14098.06,0.0695,893.74,16.47,6,1323.28
2025-11-21,B003,Falcon QSR Islamabad,Islamabad,213,224,125,88,172165.0,7380.36,164784.64,133048.8,12016.0,189.76,146.77,8008.91,154650.85,10133.78,0.0615,773.64,17.06,5,1240.62
2025-11-22,B003,Falcon QSR Islamabad,Islamabad,289,317,176,113,252980.0,9020.04,243959.96,189093.09,17427.0,198.76,140.64,5711.0,214932.48,29027.49,0.119,844.15,14.73,4,2361.98
2025-11-23,B003,Falcon QSR Islamabad,Islamabad,285,315,160,125,263530.0,16511.55,247018.45,201042.96,18127.0,195.28,148.36,6186.97,227932.15,19086.3,0.0773,866.73,13.14,4,2231.57
2025-11-24,B003,Falcon QSR Islamabad,Islamabad,238,261,135,103,192290.0,14162.45,178127.55,144402.78,13581.0,178.41,146.51,8178.74,168462.42,9665.13,0.0543,748.44,13.94,7,1974.97
2025-11-25,B003,Falcon QSR Islamabad,Islamabad,220,233,126,94,182375.0,9638.78,172736.22,136906.76,13274.0,176.87,141.54,5617.62,157899.4,14836.82,0.0859,785.16,14.21,6,1782.62
2025-11-26,B003,Falcon QSR Islamabad,Islamabad,212,222,118,94,171015.0,8946.89,162068.11,128886.99,12695.0,184.47,142.43,6973.16,149746.18,12321.92,0.076,764.47,10.09,4,864.13
2025-11-27,B003,Falcon QSR Islamabad,Islamabad,239,250,140,99,197730.0,12001.14,185728.86,151235.69,13851.0,180.67,148.91,3178.68,169320.84,16408.02,0.0883,777.11,14.99,7,725.9
2025-11-28,B003,Falcon QSR Islamabad,Islamabad,288,332,177,111,255210.0,14019.83,241190.17,190145.92,16142.0,189.43,147.59,6276.91,216399.47,24790.7,0.1028,837.47,11.33,4,3497.62
2025-11-29,B003,Falcon QSR Islamabad,Islamabad,292,322,162,130,228805.0,16109.93,212695.07,172813.4,16604.0,202.91,145.98,6573.32,198461.42,14233.66,0.0669,728.41,16.89,6,2121.81
2025-11-30,B003,Falcon QSR Islamabad,Islamabad,286,326,174,112,226145.0,8682.12,217462.88,171122.77,15481.0,193.9,142.42,6030.14,195668.09,21794.79,0.1002,760.36,11.73,5,2697.85
2025-12-01,B003,Falcon QSR Islamabad,Islamabad,266,294,147,119,239770.0,6963.75,232806.25,181268.45,16374.0,175.42,150.83,0.0,199077.3,33728.95,0.1449,875.21,13.64,8,1108.6
2025-12-02,B003,Falcon QSR Islamabad,Islamabad,237,259,141,96,197430.0,12489.2,184940.8,147591.62,14052.0,172.66,145.43,0.0,162903.67,22037.13,0.1192,780.34,13.27,4,941.94
2025-12-03,B003,Falcon QSR Islamabad,Islamabad,252,282,148,104,201270.0,8708.76,192561.24,151699.57,14627.0,184.56,142.77,0.0,168628.87,23932.37,0.1243,764.13,14.88,6,1974.97
2025-12-04,B003,Falcon QSR Islamabad,Islamabad,231,247,140,91,180375.0,9715.0,170660.0,135691.07,12353.0,172.18,146.23,0.0,149550.29,21109.71,0.1237,738.79,16.42,4,1187.81
2025-12-05,B003,Falcon QSR Islamabad,Islamabad,233,254,132,101,185355.0,5896.53,179458.47,139204.97,13436.0,188.79,145.99,0.0,155402.1,24056.37,0.134,770.21,11.67,6,2426.35
2025-12-06,B003,Falcon QSR Islamabad,Islamabad,271,299,151,120,219735.0,7865.54,211869.46,161924.8,15646.0,184.71,143.3,0.0,179595.55,32273.91,0.1523,781.81,17.17,6,1696.73
2025-12-07,B003,Falcon QSR Islamabad,Islamabad,257,280,150,107,212865.0,4520.27,208344.73,162449.61,14403.0,202.29,150.46,0.0,179706.68,28638.05,0.1375,810.68,14.61,5,2501.32
2025-12-08,B003,Falcon QSR Islamabad,Islamabad,223,246,130,93,195200.0,6191.6,189008.4,143757.08,13229.0,176.05,140.89,0.0,158855.78,30152.63,0.1595,847.57,13.86,6,1552.75
2025-12-09,B003,Falcon QSR Islamabad,Islamabad,234,250,140,94,190355.0,6758.3,183596.7,143621.39,13327.0,186.12,145.35,0.0,159066.06,24530.64,0.1336,784.6,16.59,4,1786.2
2025-12-10,B003,Falcon QSR Islamabad,Islamabad,210,222,118,92,197545.0,9921.3,187623.7,148111.48,13590.0,189.74,151.92,0.0,162043.14,25580.56,0.1363,893.45,9.83,3,0.0
2025-12-11,B003,Falcon QSR Islamabad,Islamabad,215,240,122,93,189235.0,10450.18,178784.82,145727.45,13395.0,183.84,145.35,0.0,160569.49,18215.32,0.1019,831.56,15.95,5,1117.86
2025-12-12,B003,Falcon QSR Islamabad,Islamabad,245,266,145,100,209605.0,11934.84,197670.16,155257.79,14501.0,187.44,149.39,0.0,172548.33,25121.83,0.1271,806.82,15.7,4,2452.71
2025-12-13,B003,Falcon QSR Islamabad,Islamabad,267,297,147,120,231010.0,12388.05,218621.95,172989.0,16337.0,198.06,145.97,0.0,191494.02,27127.93,0.1241,818.81,12.58,6,1823.98
2025-12-14,B003,Falcon QSR Islamabad,Islamabad,268,294,157,111,214610.0,12927.27,201682.73,162631.04,15451.0,201.45,146.05,0.0,180613.02,21069.71,0.1045,752.55,16.33,9,2183.47
2025-12-15,B003,Falcon QSR Islamabad,Islamabad,228,241,132,96,170745.0,11700.07,159044.93,127842.88,12755.0,194.1,142.22,0.0,142348.56,16696.37,0.105,697.57,13.4,7,1414.36
2025-12-16,B003,Falcon QSR Islamabad,Islamabad,239,256,144,95,176435.0,15717.33,160717.67,131152.63,13008.0,180.72,143.53,0.0,145907.51,14810.17,0.0922,672.46,15.35,2,1422.63
2025-12-17,B003,Falcon QSR Islamabad,Islamabad,217,232,130,87,168140.0,5411.36,162728.64,121880.43,12123.0,181.4,141.86,0.0,135644.85,27083.79,0.1664,749.9,14.35,4,1318.16
2025-12-18,B003,Falcon QSR Islamabad,Islamabad,232,253,139,93,192020.0,8581.35,183438.65,145638.59,13328.0,185.26,146.24,0.0,160787.24,22651.41,0.1235,790.68,10.08,4,1489.15
2025-12-19,B003,Falcon QSR Islamabad,Islamabad,231,256,133,98,178975.0,2452.4,176522.6,131933.71,12995.0,195.71,151.2,0.0,147179.31,29343.29,0.1662,764.17,14.54,4,1903.69
2025-12-20,B003,Falcon QSR Islamabad,Islamabad,260,293,153,107,190305.0,9876.74,180428.26,142605.76,14322.0,194.62,140.66,0.0,159658.18,20770.07,0.1151,693.95,14.66,7,2395.15
2025-12-21,B003,Falcon QSR Islamabad,Islamabad,294,330,168,126,218855.0,12468.49,206386.51,164954.34,16233.0,183.48,144.29,0.0,183012.36,23374.15,0.1133,701.99,16.76,5,1497.26
2025-12-22,B003,Falcon QSR Islamabad,Islamabad,252,266,142,110,220290.0,18544.35,201745.65,162732.9,15660.0,185.94,145.8,0.0,180057.06,21688.59,0.1075,800.58,14.42,7,1332.42
2025-12-23,B003,Falcon QSR Islamabad,Islamabad,267,286,150,117,187815.0,7338.89,180476.11,140809.54,14770.0,180.41,139.95,0.0,156276.31,24199.8,0.1341,675.94,17.55,7,376.41
2025-12-24,B003,Falcon QSR Islamabad,Islamabad,230,253,139,91,159450.0,8370.21,151079.79,120465.8,12117.0,190.14,139.9,0.0,134388.83,16690.96,0.1105,656.87,14.29,3,1476.0
2025-12-25,B003,Falcon QSR Islamabad,Islamabad,221,241,121,100,162405.0,4893.37,157511.63,125356.19,12417.0,171.79,143.81,0.0,138770.06,18741.57,0.119,712.72,9.29,6,681.26
2025-12-26,B003,Falcon QSR Islamabad,Islamabad,239,251,142,97,207780.0,10804.1,196975.9,153949.12,14269.0,202.77,144.26,0.0,169713.3,27262.6,0.1384,824.17,14.33,6,1148.15
2025-12-27,B003,Falcon QSR Islamabad,Islamabad,286,312,165,121,240265.0,10752.33,229512.67,185685.6,16616.0,199.39,142.75,0.0,205077.46,24435.21,0.1065,802.49,14.79,6,2433.73
2025-12-28,B003,Falcon QSR Islamabad,Islamabad,327,368,188,139,260420.0,6450.13,253969.87,194597.84,17975.0,196.67,140.37,0.0,214895.11,39074.76,0.1539,776.67,17.17,7,1985.23
2025-12-29,B003,Falcon QSR Islamabad,Islamabad,244,266,141,103,200950.0,12199.58,188750.42,150019.55,13482.0,192.92,144.8,0.0,165159.04,23591.38,0.125,773.57,12.38,7,1319.76
2025-12-30,B003,Falcon QSR Islamabad,Islamabad,257,273,146,111,204595.0,8810.85,195784.15,154944.87,14786.0,191.34,140.71,0.0,171808.6,23975.55,0.1225,761.81,14.63,7,1745.67
2025-12-31,B003,Falcon QSR Islamabad,Islamabad,250,275,146,104,209720.0,11716.38,198003.62,155986.75,14712.0,192.77,148.83,0.0,173859.09,24144.53,0.1219,792.01,15.03,6,2818.74
2025-01-01,B004,Falcon QSR Rawalpindi,Rawalpindi,283,298,142,141,206650.0,9736.19,196913.81,156238.56,17729.0,187.83,144.92,0.0,174698.48,22215.33,0.1128,695.81,14.03,9,398.18
2025-01-02,B004,Falcon QSR Rawalpindi,Rawalpindi,266,294,142,124,210375.0,9312.41,201062.59,159652.59,15740.0,181.25,145.68,0.0,176542.18,24520.41,0.122,755.87,14.91,8,822.66
2025-01-03,B004,Falcon QSR Rawalpindi,Rawalpindi,270,288,151,119,214230.0,8654.15,205575.85,160033.2,15523.0,200.65,145.94,0.0,177423.15,28152.7,0.1369,761.39,16.71,5,1520.36
2025-01-04,B004,Falcon QSR Rawalpindi,Rawalpindi,302,318,158,144,258560.0,14702.63,243857.37,196635.31,19077.0,211.6,142.84,0.0,217642.44,26214.93,0.1075,807.47,14.58,7,1575.68
2025-01-05,B004,Falcon QSR Rawalpindi,Rawalpindi,280,301,152,128,233915.0,6458.89,227456.11,172859.67,17219.0,210.18,141.23,0.0,193352.24,34103.87,0.1499,812.34,15.39,6,2922.15
2025-01-06,B004,Falcon QSR Rawalpindi,Rawalpindi,261,277,125,136,194680.0,9919.18,184760.82,148925.6,16304.0,196.01,145.35,0.0,167374.73,17386.09,0.0941,707.9,15.43,3,1803.77
2025-01-07,B004,Falcon QSR Rawalpindi,Rawalpindi,223,234,95,128,191520.0,11574.67,179945.33,144427.14,15249.0,186.34,144.95,0.0,161371.03,18574.3,0.1032,806.93,9.5,4,1363.61
2025-01-08,B004,Falcon QSR Rawalpindi,Rawalpindi,246,270,132,114,187800.0,9911.48,177888.52,141395.85,15342.0,191.35,154.23,0.0,157802.03,20086.49,0.1129,723.12,13.28,4,718.59
2025-01-09,B004,Falcon QSR Rawalpindi,Rawalpindi,278,295,146,132,214960.0,12608.92,202351.08,161856.71,16874.0,177.12,144.03,0.0,181241.15,21109.93,0.1043,727.88,13.76,6,2189.29
2025-01-10,B004,Falcon QSR Rawalpindi,Rawalpindi,238,263,129,109,171905.0,8361.68,163543.32,126836.29,13612.0,208.16,147.41,0.0,142326.23,21217.09,0.1297,687.16,17.84,5,1522.37
2025-01-11,B004,Falcon QSR Rawalpindi,Rawalpindi,331,347,169,162,269100.0,19899.29,249200.71,205591.89,20719.0,194.67,146.49,0.0,229164.33,20036.38,0.0804,752.87,15.66,4,2512.27
2025-01-12,B004,Falcon QSR Rawalpindi,Rawalpindi,261,286,137,124,210650.0,7891.54,202758.46,159185.02,16254.0,207.0,142.18,0.0,178028.13,24730.32,0.122,776.85,14.43,6,2239.93
2025-01-13,B004,Falcon QSR Rawalpindi,Rawalpindi,242,256,120,122,195280.0,9988.1,185291.9,148444.29,16074.0,184.03,148.41,0.0,166833.42,18458.49,0.0996,765.67,16.87,4,1982.69
2025-01-14,B004,Falcon QSR Rawalpindi,Rawalpindi,258,270,135,123,193305.0,3728.15,189576.85,144081.06,15087.0,181.0,153.19,0.0,161705.43,27871.42,0.147,734.79,13.54,7,2203.18
2025-01-15,B004,Falcon QSR Rawalpindi,Rawalpindi,235,256,127,108,205150.0,12384.6,192765.4,153128.45,14245.0,181.45,152.1,0.0,169949.13,22816.27,0.1184,820.28,12.6,5,2242.12
2025-01-16,B004,Falcon QSR Rawalpindi,Rawalpindi,238,261,122,116,166415.0,8097.9,158317.1,123357.38,14284.0,181.5,144.92,0.0,138296.52,20020.58,0.1265,665.2,15.42,5,328.72
2025-01-17,B004,Falcon QSR Rawalpindi,Rawalpindi,243,257,99,144,202115.0,8244.94,193870.06,151737.05,16641.0,208.82,152.8,0.0,170152.14,23717.92,0.1223,797.82,10.77,7,1412.47
2025-01-18,B004,Falcon QSR Rawalpindi,Rawalpindi,304,333,160,144,273425.0,9978.61,263446.39,208084.29,19797.0,190.51,149.4,0.0,229128.52,34317.86,0.1303,866.6,10.33,5,907.33
2025-01-19,B004,Falcon QSR Rawalpindi,Rawalpindi,296,328,153,143,196715.0,10488.6,186226.4,145536.56,16679.0,211.24,146.49,0.0,164002.55,22223.85,0.1193,629.14,14.54,6,1429.25
2025-01-20,B004,Falcon QSR Rawalpindi,Rawalpindi,210,223,107,103,161735.0,7661.16,154073.84,118956.17,13095.0,194.36,152.16,0.0,133704.99,20368.85,0.1322,733.68,15.36,6,1307.3
2025-01-21,B004,Falcon QSR Rawalpindi,Rawalpindi,248,279,123,125,220660.0,11764.11,208895.89,165070.98,16290.0,187.74,151.14,0.0,184331.46,24564.43,0.1176,842.32,12.68,7,2631.6
2025-01-22,B004,Falcon QSR Rawalpindi,Rawalpindi,256,277,135,121,177030.0,10782.15,166247.85,131811.01,14966.0,183.09,141.63,0.0,148473.43,17774.42,0.1069,649.41,13.86,4,1371.71
2025-01-23,B004,Falcon QSR Rawalpindi,Rawalpindi,242,266,123,119,197710.0,8250.26,189459.74,147122.45,15403.0,195.42,147.64,0.0,163812.27,25647.47,0.1354,782.89,16.37,7,943.76
2025-01-24,B004,Falcon QSR Rawalpindi,Rawalpindi,231,249,113,118,200485.0,9578.02,190906.98,149302.83,15358.0,194.07,149.63,0.0,167097.14,23809.85,0.1247,826.44,17.29,3,2092.6
2025-01-25,B004,Falcon QSR Rawalpindi,Rawalpindi,310,344,169,141,240680.0,11968.27,228711.73,181373.7,18270.0,201.18,141.32,0.0,203245.46,25466.26,0.1113,737.78,13.13,9,3259.26
2025-01-26,B004,Falcon QSR Rawalpindi,Rawalpindi,261,278,128,133,213890.0,10116.55,203773.45,162346.85,16917.0,210.7,145.46,0.0,180724.8,23048.65,0.1131,780.74,13.98,6,1104.79
2025-01-27,B004,Falcon QSR Rawalpindi,Rawalpindi,251,279,140,111,197510.0,14259.67,183250.33,148956.68,15421.0,184.1,148.22,0.0,165168.08,18082.25,0.0987,730.08,15.46,7,458.08
2025-01-28,B004,Falcon QSR Rawalpindi,Rawalpindi,256,285,139,117,185185.0,9201.15,175983.85,133705.51,14646.0,197.72,144.1,0.0,150340.85,25643.0,0.1457,687.44,14.87,5,1647.52
2025-01-29,B004,Falcon QSR Rawalpindi,Rawalpindi,256,265,135,121,186970.0,4060.81,182909.19,143250.94,14939.0,181.63,149.56,0.0,158952.57,23956.62,0.131,714.49,14.47,7,431.44
2025-01-30,B004,Falcon QSR Rawalpindi,Rawalpindi,269,293,139,130,213625.0,8847.56,204777.44,158584.45,16862.0,187.1,153.05,0.0,177202.16,27575.29,0.1347,761.25,14.26,5,1415.55
2025-01-31,B004,Falcon QSR Rawalpindi,Rawalpindi,266,299,140,126,220450.0,13030.21,207419.79,163987.72,16686.0,209.48,153.77,0.0,182490.1,24929.69,0.1202,779.77,17.64,3,1453.13
2025-02-01,B004,Falcon QSR Rawalpindi,Rawalpindi,323,349,177,146,247075.0,14079.06,232995.94,183200.97,19345.0,205.52,147.34,3843.04,208221.65,24774.29,0.1063,721.35,15.17,3,1479.79
2025-02-02,B004,Falcon QSR Rawalpindi,Rawalpindi,335,352,169,166,282620.0,8498.34,274121.66,209087.23,20985.0,206.83,139.91,6155.9,238349.14,35772.52,0.1305,818.27,15.24,8,1774.28
2025-02-03,B004,Falcon QSR Rawalpindi,Rawalpindi,249,255,132,117,206885.0,13044.71,193840.29,150880.03,15047.0,198.24,138.94,5306.65,173266.0,20574.29,0.1061,778.48,12.3,4,1695.13
2025-02-04,B004,Falcon QSR Rawalpindi,Rawalpindi,220,229,119,101,192725.0,15819.02,176905.98,144448.74,14230.0,179.77,138.59,6081.25,166027.62,10878.36,0.0615,804.12,14.24,5,949.27
2025-02-05,B004,Falcon QSR Rawalpindi,Rawalpindi,242,273,126,116,196745.0,6019.44,190725.56,149669.77,15150.0,184.82,136.62,3855.3,170481.03,20244.52,0.1061,788.12,16.09,3,1484.52
2025-02-06,B004,Falcon QSR Rawalpindi,Rawalpindi,272,292,134,138,204740.0,10494.56,194245.44,151102.31,16400.0,184.71,139.23,3600.8,172986.23,21259.21,0.1094,714.14,12.18,4,1559.17
2025-02-07,B004,Falcon QSR Rawalpindi,Rawalpindi,236,259,123,113,191855.0,7434.35,184420.65,145653.53,14291.0,193.16,144.61,7067.03,169003.32,15417.33,0.0836,781.44,16.37,5,1653.99
2025-02-08,B004,Falcon QSR Rawalpindi,Rawalpindi,317,334,151,166,261255.0,5846.96,255408.04,197504.12,21278.0,188.34,142.34,3209.09,224768.73,30639.31,0.12,805.7,15.17,7,2446.83
2025-02-09,B004,Falcon QSR Rawalpindi,Rawalpindi,306,337,160,146,221090.0,12124.75,208965.25,160232.59,17405.0,193.36,138.63,7526.33,186443.97,22521.28,0.1078,682.89,13.87,8,948.07
2025-02-10,B004,Falcon QSR Rawalpindi,Rawalpindi,262,291,133,129,199905.0,10174.41,189730.59,147992.92,15995.0,178.35,141.91,5038.27,170925.37,18805.23,0.0991,724.16,10.71,3,1578.92
2025-02-11,B004,Falcon QSR Rawalpindi,Rawalpindi,268,288,143,125,230640.0,14805.58,215834.42,173010.95,17523.0,188.72,146.77,4327.18,196390.3,19444.12,0.0901,805.35,13.58,9,1193.68
2025-02-12,B004,Falcon QSR Rawalpindi,Rawalpindi,230,248,125,105,193655.0,16425.36,177229.64,143175.35,14065.0,193.4,138.47,4864.88,163252.97,13976.67,0.0789,770.56,13.67,5,815.87
2025-02-13,B004,Falcon QSR Rawalpindi,Rawalpindi,233,264,132,101,167555.0,6827.45,160727.55,122396.2,12618.0,182.18,141.29,4709.7,141276.36,19451.19,0.121,689.82,12.09,4,1228.98
2025-02-14,B004,Falcon QSR Rawalpindi,Rawalpindi,235,256,126,109,218720.0,8636.38,210083.62,162683.09,15262.0,206.83,146.11,3673.97,182856.2,27227.42,0.1296,893.97,15.92,6,884.21
2025-02-15,B004,Falcon QSR Rawalpindi,Rawalpindi,281,309,142,139,221575.0,9483.54,212091.46,166661.65,17498.0,207.38,138.85,5736.11,191946.87,20144.59,0.095,754.77,14.14,6,1704.89
2025-02-16,B004,Falcon QSR Rawalpindi,Rawalpindi,275,299,141,134,209585.0,12689.65,196895.35,159753.99,17189.0,205.79,148.04,6078.98,184239.3,12656.04,0.0643,715.98,12.42,4,863.5
2025-02-17,B004,Falcon QSR Rawalpindi,Rawalpindi,218,234,118,100,180435.0,17002.62,163432.38,128986.01,13649.0,195.66,138.41,5008.2,149106.13,14326.25,0.0877,749.69,16.87,6,1128.85
2025-02-18,B004,Falcon QSR Rawalpindi,Rawalpindi,241,257,121,120,176475.0,3176.55,173298.45,133231.45,14970.0,193.59,147.95,5459.14,154863.35,18435.1,0.1064,719.08,14.3,6,861.22
2025-02-19,B004,Falcon QSR Rawalpindi,Rawalpindi,240,253,130,110,187360.0,14277.71,173082.29,140060.84,14629.0,176.81,140.39,5545.01,162028.88,11053.42,0.0639,721.18,11.27,6,1476.82
2025-02-20,B004,Falcon QSR Rawalpindi,Rawalpindi,269,286,140,129,205730.0,8473.37,197256.63,155440.73,16050.0,195.18,138.99,5808.37,179689.75,17566.88,0.0891,733.3,11.72,5,2056.48
