expense_id,date,branch_id,expense_type,amount
EXP0000001035,2025-04-27,B005,marketing,5515.52
EXP0000001036,2025-04-28,B001,payroll,31225.41
EXP0000001037,2025-04-28,B002,purchase,7041.47
EXP0000001038,2025-04-28,B002,payroll,49740.49
EXP0000001039,2025-04-28,B003,payroll,43634.49
EXP0000001040,2025-04-28,B004,payroll,36436.14
EXP0000001041,2025-04-28,B004,marketing,3714.15
EXP0000001042,2025-04-28,B005,purchase,3296.59
EXP0000001043,2025-04-28,B005,payroll,34979.47
EXP0000001044,2025-04-28,B005,marketing,5608.90
EXP0000001045,2025-04-29,B001,purchase,1036.33
EXP0000001046,2025-04-29,B001,payroll,31225.41
EXP0000001047,2025-04-29,B001,marketing,4233.10
EXP0000001048,2025-04-29,B002,payroll,49740.49
EXP0000001049,2025-04-29,B002,marketing,2130.82
EXP0000001050,2025-04-29,B003,payroll,43634.49
EXP0000001051,2025-04-29,B004,purchase,1310.18
EXP0000001052,2025-04-29,B004,payroll,36436.14
EXP0000001053,2025-04-29,B004,marketing,3131.98
EXP0000001054,2025-04-29,B005,payroll,34979.47
EXP0000001055,2025-04-29,B005,marketing,4574.80
EXP0000001056,2025-04-30,B001,payroll,31225.41
EXP0000001057,2025-04-30,B002,payroll,49740.49
EXP0000001058,2025-04-30,B002,marketing,2896.85
EXP0000001059,2025-04-30,B003,purchase,1720.42
EXP0000001060,2025-04-30,B003,payroll,43634.49
EXP0000001061,2025-04-30,B004,payroll,36436.14
EXP0000001062,2025-04-30,B004,marketing,3787.71
EXP0000001063,2025-04-30,B005,payroll,34979.47
EXP0000001064,2025-05-01,B001,payroll,31179.40
EXP0000001065,2025-05-01,B002,purchase,2450.27
EXP0000001066,2025-05-01,B002,payroll,49173.50
EXP0000001067,2025-05-01,B002,marketing,3213.48
EXP0000001068,2025-05-01,B003,payroll,42954.96
EXP0000001069,2025-05-01,B004,payroll,36380.13
EXP0000001070,2025-05-01,B005,purchase,1579.19
EXP0000001071,2025-05-01,B005,payroll,35080.92
EXP0000001072,2025-05-02,B001,purchase,1343.32
EXP0000001073,2025-05-02,B001,payroll,31179.40
EXP0000001074,2025-05-02,B001,marketing,5289.11
EXP0000001075,2025-05-02,B002,payroll,49173.50
EXP0000001076,2025-05-02,B003,payroll,42954.96
EXP0000001077,2025-05-02,B004,purchase,2744.49
EXP0000001078,2025-05-02,B004,payroll,36380.13
EXP0000001079,2025-05-02,B004,marketing,3885.22
EXP0000001080,2025-05-02,B005,payroll,35080.92
EXP0000001081,2025-05-02,B005,marketing,5446.24
EXP0000001082,2025-05-03,B001,payroll,31179.40
EXP0000001083,2025-05-03,B001,marketing,5103.00
EXP0000001084,2025-05-03,B002,payroll,49173.50
EXP0000001085,2025-05-03,B003,purchase,3923.31
EXP0000001086,2025-05-03,B003,payroll,42954.96
EXP0000001087,2025-05-03,B003,marketing,5537.16
EXP0000001088,2025-05-03,B004,payroll,36380.13
EXP0000001089,2025-05-03,B004,marketing,4093.55
EXP0000001090,2025-05-03,B005,payroll,35080.92
EXP0000001091,2025-05-04,B001,payroll,31179.40
EXP0000001092,2025-05-04,B002,purchase,3339.64
EXP0000001093,2025-05-04,B002,payroll,49173.50
EXP0000001094,2025-05-04,B003,payroll,42954.96
EXP0000001095,2025-05-04,B004,payroll,36380.13
EXP0000001096,2025-05-04,B004,marketing,4307.12
EXP0000001097,2025-05-04,B005,purchase,5436.28
EXP0000001098,2025-05-04,B005,payroll,35080.92
EXP0000001099,2025-05-05,B001,purchase,1349.44
EXP0000001100,2025-05-05,B001,payroll,31179.40
EXP0000001101,2025-05-05,B002,payroll,49173.50
EXP0000001102,2025-05-05,B002,marketing,2833.94
EXP0000001103,2025-05-05,B003,payroll,42954.96
EXP0000001104,2025-05-05,B003,marketing,7867.65
EXP0000001105,2025-05-05,B004,purchase,3201.70
EXP0000001106,2025-05-05,B004,payroll,36380.13
EXP0000001107,2025-05-05,B005,payroll,35080.92
EXP0000001108,2025-05-05,B005,marketing,5450.70
EXP0000001109,2025-05-06,B001,payroll,31179.40
EXP0000001110,2025-05-06,B001,marketing,3817.00
EXP0000001111,2025-05-06,B002,payroll,49173.50
EXP0000001112,2025-05-06,B003,purchase,3597.27
EXP0000001113,2025-05-06,B003,payroll,42954.96
EXP0000001114,2025-05-06,B003,marketing,5847.93
EXP0000001115,2025-05-06,B004,payroll,36380.13
EXP0000001116,2025-05-06,B005,payroll,35080.92
EXP0000001117,2025-05-06,B005,marketing,6619.47
EXP0000001118,2025-05-07,B001,payroll,31179.40
EXP0000001119,2025-05-07,B002,purchase,2133.37
EXP0000001120,2025-05-07,B002,payroll,49173.50
EXP0000001121,2025-05-07,B002,marketing,3176.75
EXP0000001122,2025-05-07,B003,payroll,42954.96
EXP0000001123,2025-05-07,B004,payroll,36380.13
EXP0000001124,2025-05-07,B005,purchase,4334.77
EXP0000001125,2025-05-07,B005,payroll,35080.92
EXP0000001126,2025-05-08,B001,purchase,1577.27
EXP0000001127,2025-05-08,B001,payroll,31179.40
EXP0000001128,2025-05-08,B001,marketing,3997.86
EXP0000001129,2025-05-08,B002,payroll,49173.50
EXP0000001130,2025-05-08,B003,payroll,42954.96
EXP0000001131,2025-05-08,B004,purchase,4677.78
EXP0000001132,2025-05-08,B004,payroll,36380.13
EXP0000001133,2025-05-08,B005,payroll,35080.92
EXP0000001134,2025-05-08,B005,marketing,7638.85
EXP0000001135,2025-05-09,B001,payroll,31179.40
EXP0000001136,2025-05-09,B001,marketing,3704.96
EXP0000001137,2025-05-09,B002,payroll,49173.50
EXP0000001138,2025-05-09,B003,purchase,4168.09
EXP0000001139,2025-05-09,B003,payroll,42954.96
EXP0000001140,2025-05-09,B004,payroll,36380.13
EXP0000001141,2025-05-09,B004,marketing,4591.36
EXP0000001142,2025-05-09,B005,payroll,35080.92
EXP0000001143,2025-05-10,B001,payroll,31179.40
EXP0000001144,2025-05-10,B002,purchase,3578.73
EXP0000001145,2025-05-10,B002,payroll,49173.50
EXP0000001146,2025-05-10,B002,marketing,3461.19
EXP0000001147,2025-05-10,B003,payroll,42954.96
EXP0000001148,2025-05-10,B004,payroll,36380.13
EXP0000001149,2025-05-10,B005,purchase,1048.19
EXP0000001150,2025-05-10,B005,payroll,35080.92
EXP0000001151,2025-05-11,B001,purchase,3488.89
EXP0000001152,2025-05-11,B001,payroll,31179.40
EXP0000001153,2025-05-11,B002,payroll,49173.50
EXP0000001154,2025-05-11,B002,marketing,3977.99
EXP0000001155,2025-05-11,B003,payroll,42954.96
EXP0000001156,2025-05-11,B003,marketing,6627.44
EXP0000001157,2025-05-11,B004,purchase,5568.02
EXP0000001158,2025-05-11,B004,payroll,36380.13
EXP0000001159,2025-05-11,B005,payroll,35080.92
EXP0000001160,2025-05-11,B005,marketing,5723.38
EXP0000001161,2025-05-12,B001,payroll,31179.40
EXP0000001162,2025-05-12,B002,payroll,49173.50
EXP0000001163,2025-05-12,B002,marketing,3302.73
EXP0000001164,2025-05-12,B003,purchase,1969.96
EXP0000001165,2025-05-12,B003,payroll,42954.96
EXP0000001166,2025-05-12,B004,payroll,36380.13
EXP0000001167,2025-05-12,B004,marketing,3999.59
EXP0000001168,2025-05-12,B005,payroll,35080.92
EXP0000001169,2025-05-13,B001,payroll,31179.40
EXP0000001170,2025-05-13,B002,purchase,1594.32
EXP0000001171,2025-05-13,B002,payroll,49173.50
EXP0000001172,2025-05-13,B002,marketing,2889.29
EXP0000001173,2025-05-13,B003,payroll,42954.96
EXP0000001174,2025-05-13,B004,payroll,36380.13
EXP0000001175,2025-05-13,B005,purchase,4849.41
EXP0000001176,2025-05-13,B005,payroll,35080.92
EXP0000001177,2025-05-14,B001,purchase,4056.26
EXP0000001178,2025-05-14,B001,payroll,31179.40
EXP0000001179,2025-05-14,B002,payroll,49173.50
EXP0000001180,2025-05-14,B003,payroll,42954.96
EXP0000001181,2025-05-14,B004,purchase,968.47
EXP0000001182,2025-05-14,B004,payroll,36380.13
EXP0000001183,2025-05-14,B005,payroll,35080.92
EXP0000001184,2025-05-14,B005,marketing,6878.40
EXP0000001185,2025-05-15,B001,payroll,31179.40
EXP0000001186,2025-05-15,B002,payroll,49173.50
EXP0000001187,2025-05-15,B002,marketing,3666.92
EXP0000001188,2025-05-15,B003,purchase,3558.18
EXP0000001189,2025-05-15,B003,payroll,42954.96
EXP0000001190,2025-05-15,B004,payroll,36380.13
EXP0000001191,2025-05-15,B004,marketing,5049.91
EXP0000001192,2025-05-15,B005,payroll,35080.92
EXP0000001193,2025-05-15,B005,marketing,5972.27
EXP0000001194,2025-05-16,B001,payroll,31179.40
EXP0000001195,2025-05-16,B002,purchase,7311.91
EXP0000001196,2025-05-16,B002,payroll,49173.50
EXP0000001197,2025-05-16,B002,marketing,3705.13
EXP0000001198,2025-05-16,B003,payroll,42954.96
EXP0000001199,2025-05-16,B004,payroll,36380.13
EXP0000001200,2025-05-16,B005,purchase,3899.28
EXP0000001201,2025-05-16,B005,payroll,35080.92
EXP0000001202,2025-05-17,B001,purchase,3089.04
EXP0000001203,2025-05-17,B001,payroll,31179.40
EXP0000001204,2025-05-17,B002,payroll,49173.50
EXP0000001205,2025-05-17,B002,marketing,2800.71
EXP0000001206,2025-05-17,B003,payroll,42954.96
EXP0000001207,2025-05-17,B004,purchase,784.31
EXP0000001208,2025-05-17,B004,payroll,36380.13
EXP0000001209,2025-05-17,B005,payroll,35080.92
EXP0000001210,2025-05-17,B005,marketing,7642.33
EXP0000001211,2025-05-18,B001,payroll,31179.40
EXP0000001212,2025-05-18,B002,payroll,49173.50
EXP0000001213,2025-05-18,B002,marketing,4047.69
EXP0000001214,2025-05-18,B003,purchase,2000.42
EXP0000001215,2025-05-18,B003,payroll,42954.96
EXP0000001216,2025-05-18,B004,payroll,36380.13
EXP0000001217,2025-05-18,B004,marketing,4877.58
EXP0000001218,2025-05-18,B005,payroll,35080.92
EXP0000001219,2025-05-18,B005,marketing,7082.57
EXP0000001220,2025-05-19,B001,payroll,31179.40
EXP0000001221,2025-05-19,B002,purchase,7142.18
EXP0000001222,2025-05-19,B002,payroll,49173.50
EXP0000001223,2025-05-19,B002,marketing,3395.94
EXP0000001224,2025-05-19,B003,payroll,42954.96
EXP0000001225,2025-05-19,B003,marketing,5480.42
EXP0000001226,2025-05-19,B004,payroll,36380.13
EXP0000001227,2025-05-19,B004,marketing,3960.65
EXP0000001228,2025-05-19,B005,purchase,5785.71
EXP0000001229,2025-05-19,B005,payroll,35080.92
EXP0000001230,2025-05-20,B001,purchase,1976.56
EXP0000001231,2025-05-20,B001,payroll,31179.40
EXP0000001232,2025-05-20,B001,marketing,5330.67
EXP0000001233,2025-05-20,B002,payroll,49173.50
EXP0000001234,2025-05-20,B003,payroll,42954.96
EXP0000001235,2025-05-20,B004,purchase,5071.59
EXP0000001236,2025-05-20,B004,payroll,36380.13
EXP0000001237,2025-05-20,B004,marketing,4913.58
EXP0000001238,2025-05-20,B005,payroll,35080.92
EXP0000001239,2025-05-21,B001,payroll,31179.40
EXP0000001240,2025-05-21,B002,payroll,49173.50
EXP0000001241,2025-05-21,B003,purchase,1162.26
EXP0000001242,2025-05-21,B003,payroll,42954.96
EXP0000001243,2025-05-21,B003,marketing,5303.20
EXP0000001244,2025-05-21,B004,payroll,36380.13
EXP0000001245,2025-05-21,B005,payroll,35080.92
EXP0000001246,2025-05-21,B005,marketing,6803.36
EXP0000001247,2025-05-22,B001,payroll,31179.40
EXP0000001248,2025-05-22,B002,purchase,3417.91
EXP0000001249,2025-05-22,B002,payroll,49173.50
EXP0000001250,2025-05-22,B003,payroll,42954.96
EXP0000001251,2025-05-22,B004,payroll,36380.13
EXP0000001252,2025-05-22,B004,marketing,5459.81
EXP0000001253,2025-05-22,B005,purchase,2948.64
EXP0000001254,2025-05-22,B005,payroll,35080.92
EXP0000001255,2025-05-22,B005,marketing,7417.48
EXP0000001256,2025-05-23,B001,purchase,2062.16
EXP0000001257,2025-05-23,B001,payroll,31179.40
EXP0000001258,2025-05-23,B002,payroll,49173.50
EXP0000001259,2025-05-23,B002,marketing,3915.36
EXP0000001260,2025-05-23,B003,payroll,42954.96
EXP0000001261,2025-05-23,B004,purchase,1522.57
EXP0000001262,2025-05-23,B004,payroll,36380.13
EXP0000001263,2025-05-23,B004,marketing,3809.42
EXP0000001264,2025-05-23,B005,payroll,35080.92
EXP0000001265,2025-05-24,B001,payroll,31179.40
EXP0000001266,2025-05-24,B002,payroll,49173.50
EXP0000001267,2025-05-24,B002,marketing,3690.02
EXP0000001268,2025-05-24,B003,purchase,5894.71
EXP0000001269,2025-05-24,B003,payroll,42954.96
EXP0000001270,2025-05-24,B003,marketing,6404.77
EXP0000001271,2025-05-24,B004,payroll,36380.13
EXP0000001272,2025-05-24,B004,marketing,4767.97
EXP0000001273,2025-05-24,B005,payroll,35080.92
EXP0000001274,2025-05-25,B001,payroll,31179.40
EXP0000001275,2025-05-25,B002,purchase,580.78
EXP0000001276,2025-05-25,B002,payroll,49173.50
EXP0000001277,2025-05-25,B002,marketing,3887.68
EXP0000001278,2025-05-25,B003,payroll,42954.96
EXP0000001279,2025-05-25,B004,payroll,36380.13
EXP0000001280,2025-05-25,B004,marketing,4281.15
EXP0000001281,2025-05-25,B005,purchase,1824.02
EXP0000001282,2025-05-25,B005,payroll,35080.92
EXP0000001283,2025-05-25,B005,marketing,5378.01
EXP0000001284,2025-05-26,B001,purchase,3267.17
EXP0000001285,2025-05-26,B001,payroll,31179.40
EXP0000001286,2025-05-26,B002,payroll,49173.50
EXP0000001287,2025-05-26,B003,payroll,42954.96
EXP0000001288,2025-05-26,B004,purchase,2478.34
EXP0000001289,2025-05-26,B004,payroll,36380.13
EXP0000001290,2025-05-26,B004,marketing,5378.68
EXP0000001291,2025-05-26,B005,payroll,35080.92
EXP0000001292,2025-05-26,B005,marketing,5146.38
EXP0000001293,2025-05-27,B001,payroll,31179.40
EXP0000001294,2025-05-27,B001,marketing,3816.16
EXP0000001295,2025-05-27,B002,payroll,49173.50
EXP0000001296,2025-05-27,B003,purchase,2870.97
EXP0000001297,2025-05-27,B003,payroll,42954.96
EXP0000001298,2025-05-27,B003,marketing,7325.41
EXP0000001299,2025-05-27,B004,payroll,36380.13
EXP0000001300,2025-05-27,B004,marketing,3842.19
EXP0000001301,2025-05-27,B005,payroll,35080.92
EXP0000001302,2025-05-28,B001,payroll,31179.40
EXP0000001303,2025-05-28,B002,purchase,1754.26
EXP0000001304,2025-05-28,B002,payroll,49173.50
EXP0000001305,2025-05-28,B002,marketing,3665.51
EXP0000001306,2025-05-28,B003,payroll,42954.96
EXP0000001307,2025-05-28,B004,payroll,36380.13
EXP0000001308,2025-05-28,B005,purchase,6806.87
EXP0000001309,2025-05-28,B005,payroll,35080.92
EXP0000001310,2025-05-28,B005,marketing,7311.59
EXP0000001311,2025-05-29,B001,purchase,1149.84
EXP0000001312,2025-05-29,B001,payroll,31179.40
EXP0000001313,2025-05-29,B002,payroll,49173.50
EXP0000001314,2025-05-29,B002,marketing,3540.28
EXP0000001315,2025-05-29,B003,payroll,42954.96
EXP0000001316,2025-05-29,B004,purchase,3973.66
EXP0000001317,2025-05-29,B004,payroll,36380.13
EXP0000001318,2025-05-29,B005,payroll,35080.92
EXP0000001319,2025-05-30,B001,payroll,31179.40
EXP0000001320,2025-05-30,B001,marketing,3905.08
EXP0000001321,2025-05-30,B002,payroll,49173.50
EXP0000001322,2025-05-30,B003,purchase,2649.04
EXP0000001323,2025-05-30,B003,payroll,42954.96
EXP0000001324,2025-05-30,B003,marketing,6879.39
EXP0000001325,2025-05-30,B004,payroll,36380.13
EXP0000001326,2025-05-30,B004,marketing,3982.85
EXP0000001327,2025-05-30,B005,payroll,35080.92
EXP0000001328,2025-05-31,B001,payroll,31179.40
EXP0000001329,2025-05-31,B001,marketing,4539.13
EXP0000001330,2025-05-31,B002,purchase,2146.46
EXP0000001331,2025-05-31,B002,payroll,49173.50
EXP0000001332,2025-05-31,B002,marketing,3740.41
EXP0000001333,2025-05-31,B003,payroll,42954.96
EXP0000001334,2025-05-31,B004,payroll,36380.13
EXP0000001335,2025-05-31,B005,purchase,5535.53
EXP0000001336,2025-05-31,B005,payroll,35080.92
EXP0000001337,2025-05-31,B005,marketing,6274.33
EXP0000001338,2025-06-01,B001,purchase,2036.80
EXP0000001339,2025-06-01,B001,payroll,31997.61
EXP0000001340,2025-06-01,B002,payroll,49358.55
EXP0000001341,2025-06-01,B003,payroll,42939.91
EXP0000001342,2025-06-01,B004,purchase,4005.30
EXP0000001343,2025-06-01,B004,payroll,36227.73
EXP0000001344,2025-06-01,B005,payroll,35218.67
EXP0000001345,2025-06-02,B001,payroll,31997.61
EXP0000001346,2025-06-02,B002,payroll,49358.55
EXP0000001347,2025-06-02,B003,purchase,1166.08
EXP0000001348,2025-06-02,B003,payroll,42939.91
EXP0000001349,2025-06-02,B004,payroll,36227.73
EXP0000001350,2025-06-02,B004,marketing,4100.23
EXP0000001351,2025-06-02,B005,payroll,35218.67
EXP0000001352,2025-06-02,B005,marketing,4594.81
EXP0000001353,2025-06-03,B001,payroll,31997.61
EXP0000001354,2025-06-03,B002,purchase,3982.75
EXP0000001355,2025-06-03,B002,payroll,49358.55
EXP0000001356,2025-06-03,B002,marketing,2133.80
EXP0000001357,2025-06-03,B003,payroll,42939.91
EXP0000001358,2025-06-03,B004,payroll,36227.73
EXP0000001359,2025-06-03,B005,purchase,2738.39
EXP0000001360,2025-06-03,B005,payroll,35218.67
EXP0000001361,2025-06-03,B005,marketing,5637.26
EXP0000001362,2025-06-04,B001,purchase,2365.69
EXP0000001363,2025-06-04,B001,payroll,31997.61
EXP0000001364,2025-06-04,B002,payroll,49358.55
EXP0000001365,2025-06-04,B003,payroll,42939.91
EXP0000001366,2025-06-04,B004,purchase,3907.70
EXP0000001367,2025-06-04,B004,payroll,36227.73
EXP0000001368,2025-06-04,B004,marketing,3807.95
EXP0000001369,2025-06-04,B005,payroll,35218.67
EXP0000001370,2025-06-04,B005,marketing,5577.43
EXP0000001371,2025-06-05,B001,payroll,31997.61
EXP0000001372,2025-06-05,B002,payroll,49358.55
EXP0000001373,2025-06-05,B003,purchase,5402.97
EXP0000001374,2025-06-05,B003,payroll,42939.91
EXP0000001375,2025-06-05,B004,payroll,36227.73
EXP0000001376,2025-06-05,B004,marketing,3925.50
EXP0000001377,2025-06-05,B005,payroll,35218.67
EXP0000001378,2025-06-05,B005,marketing,4708.99
EXP0000001379,2025-06-06,B001,payroll,31997.61
EXP0000001380,2025-06-06,B002,purchase,4979.35
EXP0000001381,2025-06-06,B002,payroll,49358.55
EXP0000001382,2025-06-06,B003,payroll,42939.91
EXP0000001383,2025-06-06,B003,marketing,5776.20
EXP0000001384,2025-06-06,B004,payroll,36227.73
EXP0000001385,2025-06-06,B005,purchase,3278.94
EXP0000001386,2025-06-06,B005,payroll,35218.67
EXP0000001387,2025-06-06,B005,marketing,4378.18
EXP0000001388,2025-06-07,B001,purchase,1452.19
EXP0000001389,2025-06-07,B001,payroll,31997.61
EXP0000001390,2025-06-07,B002,payroll,49358.55
EXP0000001391,2025-06-07,B003,payroll,42939.91
EXP0000001392,2025-06-07,B004,purchase,1233.84
EXP0000001393,2025-06-07,B004,payroll,36227.73
EXP0000001394,2025-06-07,B004,marketing,4168.83
EXP0000001395,2025-06-07,B005,payroll,35218.67
EXP0000001396,2025-06-08,B001,payroll,31997.61
EXP0000001397,2025-06-08,B001,marketing,4167.19
EXP0000001398,2025-06-08,B002,payroll,49358.55
EXP0000001399,2025-06-08,B003,purchase,1792.06
EXP0000001400,2025-06-08,B003,payroll,42939.91
EXP0000001401,2025-06-08,B004,payroll,36227.73
EXP0000001402,2025-06-08,B004,marketing,3104.79
EXP0000001403,2025-06-08,B005,payroll,35218.67
EXP0000001404,2025-06-08,B005,marketing,3738.68
EXP0000001405,2025-06-09,B001,payroll,31997.61
EXP0000001406,2025-06-09,B001,marketing,3726.66
EXP0000001407,2025-06-09,B002,purchase,5218.50
EXP0000001408,2025-06-09,B002,payroll,49358.55
EXP0000001409,2025-06-09,B002,marketing,2942.07
EXP0000001410,2025-06-09,B003,payroll,42939.91
EXP0000001411,2025-06-09,B004,payroll,36227.73
EXP0000001412,2025-06-09,B004,marketing,2789.80
EXP0000001413,2025-06-09,B005,purchase,4420.84
EXP0000001414,2025-06-09,B005,payroll,35218.67
EXP0000001415,2025-06-10,B001,purchase,2898.69
EXP0000001416,2025-06-10,B001,payroll,31997.61
EXP0000001417,2025-06-10,B001,marketing,3149.26
EXP0000001418,2025-06-10,B002,payroll,49358.55
EXP0000001419,2025-06-10,B003,payroll,42939.91
EXP0000001420,2025-06-10,B003,marketing,5720.26
EXP0000001421,2025-06-10,B004,purchase,3335.96
EXP0000001422,2025-06-10,B004,payroll,36227.73
EXP0000001423,2025-06-10,B005,payroll,35218.67
EXP0000001424,2025-06-10,B005,marketing,5863.11
EXP0000001425,2025-06-11,B001,payroll,31997.61
EXP0000001426,2025-06-11,B001,marketing,2766.51
EXP0000001427,2025-06-11,B002,payroll,49358.55
EXP0000001428,2025-06-11,B002,marketing,2276.69
EXP0000001429,2025-06-11,B003,purchase,4124.23
EXP0000001430,2025-06-11,B003,payroll,42939.91
EXP0000001431,2025-06-11,B004,payroll,36227.73
EXP0000001432,2025-06-11,B004,marketing,3492.76
EXP0000001433,2025-06-11,B005,payroll,35218.67
EXP0000001434,2025-06-12,B001,payroll,31997.61
EXP0000001435,2025-06-12,B002,purchase,2955.68
EXP0000001436,2025-06-12,B002,payroll,49358.55
EXP0000001437,2025-06-12,B003,payroll,42939.91
EXP0000001438,2025-06-12,B004,payroll,36227.73
EXP0000001439,2025-06-12,B004,marketing,2695.58
EXP0000001440,2025-06-12,B005,purchase,4558.20
EXP0000001441,2025-06-12,B005,payroll,35218.67
EXP0000001442,2025-06-13,B001,purchase,3301.86
EXP0000001443,2025-06-13,B001,payroll,31997.61
EXP0000001444,2025-06-13,B002,payroll,49358.55
EXP0000001445,2025-06-13,B002,marketing,2489.35
EXP0000001446,2025-06-13,B003,payroll,42939.91
EXP0000001447,2025-06-13,B004,purchase,990.24
EXP0000001448,2025-06-13,B004,payroll,36227.73
EXP0000001449,2025-06-13,B005,payroll,35218.67
EXP0000001450,2025-06-14,B001,payroll,31997.61
EXP0000001451,2025-06-14,B002,payroll,49358.55
EXP0000001452,2025-06-14,B002,marketing,2875.95
EXP0000001453,2025-06-14,B003,purchase,1161.12
EXP0000001454,2025-06-14,B003,payroll,42939.91
EXP0000001455,2025-06-14,B003,marketing,4931.43
EXP0000001456,2025-06-14,B004,payroll,36227.73
EXP0000001457,2025-06-14,B004,marketing,3951.39
EXP0000001458,2025-06-14,B005,payroll,35218.67
EXP0000001459,2025-06-15,B001,payroll,31997.61
EXP0000001460,2025-06-15,B002,purchase,5323.22
EXP0000001461,2025-06-15,B002,payroll,49358.55
EXP0000001462,2025-06-15,B003,payroll,42939.91
EXP0000001463,2025-06-15,B003,marketing,4956.76
EXP0000001464,2025-06-15,B004,payroll,36227.73
EXP0000001465,2025-06-15,B005,purchase,1020.85
EXP0000001466,2025-06-15,B005,payroll,35218.67
EXP0000001467,2025-06-16,B001,purchase,2925.25
EXP0000001468,2025-06-16,B001,payroll,31997.61
EXP0000001469,2025-06-16,B002,payroll,49358.55
EXP0000001470,2025-06-16,B003,payroll,42939.91
EXP0000001471,2025-06-16,B004,purchase,3959.94
EXP0000001472,2025-06-16,B004,payroll,36227.73
EXP0000001473,2025-06-16,B004,marketing,2677.09
EXP0000001474,2025-06-16,B005,payroll,35218.67
EXP0000001475,2025-06-16,B005,marketing,4724.40
EXP0000001476,2025-06-17,B001,payroll,31997.61
EXP0000001477,2025-06-17,B002,payroll,49358.55
EXP0000001478,2025-06-17,B002,marketing,2237.34
EXP0000001479,2025-06-17,B003,purchase,4513.07
EXP0000001480,2025-06-17,B003,payroll,42939.91
EXP0000001481,2025-06-17,B004,payroll,36227.73
EXP0000001482,2025-06-17,B004,marketing,2922.31
EXP0000001483,2025-06-17,B005,payroll,35218.67
EXP0000001484,2025-06-17,B005,marketing,5663.85
EXP0000001485,2025-06-18,B001,payroll,31997.61
EXP0000001486,2025-06-18,B002,purchase,3290.93
EXP0000001487,2025-06-18,B002,payroll,49358.55
EXP0000001488,2025-06-18,B003,payroll,42939.91
EXP0000001489,2025-06-18,B003,marketing,4893.37
EXP0000001490,2025-06-18,B004,payroll,36227.73
EXP0000001491,2025-06-18,B005,purchase,4363.88
EXP0000001492,2025-06-18,B005,payroll,35218.67
EXP0000001493,2025-06-18,B005,marketing,5784.79
EXP0000001494,2025-06-19,B001,purchase,4542.88
EXP0000001495,2025-06-19,B001,payroll,31997.61
EXP0000001496,2025-06-19,B001,marketing,2876.95
EXP0000001497,2025-06-19,B002,payroll,49358.55
EXP0000001498,2025-06-19,B002,marketing,2138.63
EXP0000001499,2025-06-19,B003,payroll,42939.91
EXP0000001500,2025-06-19,B004,purchase,1444.60
EXP0000001501,2025-06-19,B004,payroll,36227.73
EXP0000001502,2025-06-19,B004,marketing,4127.33
EXP0000001503,2025-06-19,B005,payroll,35218.67
EXP0000001504,2025-06-19,B005,marketing,5297.03
EXP0000001505,2025-06-20,B001,payroll,31997.61
EXP0000001506,2025-06-20,B001,marketing,2837.81
EXP0000001507,2025-06-20,B002,payroll,49358.55
EXP0000001508,2025-06-20,B002,marketing,3068.42
EXP0000001509,2025-06-20,B003,purchase,2624.79
EXP0000001510,2025-06-20,B003,payroll,42939.91
EXP0000001511,2025-06-20,B004,payroll,36227.73
EXP0000001512,2025-06-20,B004,marketing,3834.28
EXP0000001513,2025-06-20,B005,payroll,35218.67
EXP0000001514,2025-06-21,B001,payroll,31997.61
EXP0000001515,2025-06-21,B002,purchase,3511.24
EXP0000001516,2025-06-21,B002,payroll,49358.55
EXP0000001517,2025-06-21,B003,payroll,42939.91
EXP0000001518,2025-06-21,B004,payroll,36227.73
EXP0000001519,2025-06-21,B005,purchase,1161.28
EXP0000001520,2025-06-21,B005,payroll,35218.67
EXP0000001521,2025-06-22,B001,purchase,3393.64
EXP0000001522,2025-06-22,B001,payroll,31997.61
EXP0000001523,2025-06-22,B001,marketing,3254.24
EXP0000001524,2025-06-22,B002,payroll,49358.55
EXP0000001525,2025-06-22,B003,payroll,42939.91
EXP0000001526,2025-06-22,B003,marketing,5050.54
EXP0000001527,2025-06-22,B004,purchase,5054.51
EXP0000001528,2025-06-22,B004,payroll,36227.73
EXP0000001529,2025-06-22,B005,payroll,35218.67
EXP0000001530,2025-06-23,B001,payroll,31997.61
EXP0000001531,2025-06-23,B002,payroll,49358.55
EXP0000001532,2025-06-23,B003,purchase,1457.67
EXP0000001533,2025-06-23,B003,payroll,42939.91
EXP0000001534,2025-06-23,B003,marketing,4102.92
EXP0000001535,2025-06-23,B004,payroll,36227.73
EXP0000001536,2025-06-23,B005,payroll,35218.67
EXP0000001537,2025-06-24,B001,payroll,31997.61
EXP0000001538,2025-06-24,B001,marketing,4103.69
EXP0000001539,2025-06-24,B002,purchase,3525.19
EXP0000001540,2025-06-24,B002,payroll,49358.55
EXP0000001541,2025-06-24,B003,payroll,42939.91
EXP0000001542,2025-06-24,B004,payroll,36227.73
EXP0000001543,2025-06-24,B004,marketing,3351.93
EXP0000001544,2025-06-24,B005,purchase,2809.39
EXP0000001545,2025-06-24,B005,payroll,35218.67
EXP0000001546,2025-06-24,B005,marketing,4741.64
EXP0000001547,2025-06-25,B001,purchase,4112.82
EXP0000001548,2025-06-25,B001,payroll,31997.61
EXP0000001549,2025-06-25,B002,payroll,49358.55
EXP0000001550,2025-06-25,B003,payroll,42939.91
EXP0000001551,2025-06-25,B004,purchase,3054.00
