date,branch_id,cash_in,cash_out,net_cash_flow,cumulative_cash
2025-06-30,B002,135921.54,51256.56,84664.98,15915620.35
2025-06-30,B003,98000.00,42939.91,55060.09,11163859.66
2025-06-30,B004,98000.00,39889.31,58110.69,12396810.92
2025-06-30,B005,103201.88,41798.31,61403.57,12566614.03
2025-07-01,B001,138626.77,34715.81,103910.96,19185566.22
2025-07-01,B002,128000.00,49763.56,78236.44,15993856.80
2025-07-01,B003,98000.00,47952.69,50047.31,11213906.97
2025-07-01,B004,111879.35,40353.25,71526.10,12468337.03
2025-07-01,B005,98000.00,34779.28,63220.72,12629834.76
2025-07-02,B001,128000.00,35733.27,92266.73,19277832.95
2025-07-02,B002,128000.00,52810.97,75189.03,16069045.82
2025-07-02,B003,106774.55,45385.24,61389.31,11275296.29
2025-07-02,B004,98000.00,36734.08,61265.92,12529602.95
2025-07-02,B005,98000.00,34779.28,63220.72,12693055.48
2025-07-03,B001,128000.00,35101.43,92898.57,19370731.52
2025-07-03,B002,133544.73,51312.99,82231.74,16151277.56
2025-07-03,B003,98000.00,43164.79,54835.21,11330131.50
2025-07-03,B004,98000.00,36734.08,61265.92,12590868.87
2025-07-03,B005,106014.64,36767.60,69247.04,12762302.52
2025-07-04,B001,132979.37,32701.84,100277.53,19471009.05
2025-07-04,B002,128000.00,49763.56,78236.44,16229514.01
2025-07-04,B003,98000.00,43164.79,54835.21,11384966.71
2025-07-04,B004,103194.10,41442.00,61752.11,12652620.98
2025-07-04,B005,98000.00,34779.28,63220.72,12825523.24
2025-07-05,B001,140800.00,35045.13,105754.87,19576763.92
2025-07-05,B002,140800.00,52435.61,88364.39,16317878.40
2025-07-05,B003,114701.65,49018.78,65682.87,11450649.58
2025-07-05,B004,107800.00,40754.16,67045.84,12719666.82
2025-07-05,B005,107800.00,34779.28,73020.72,12898543.97
2025-07-06,B001,140800.00,31408.81,109391.19,19686155.11
2025-07-06,B002,160852.69,57150.02,103702.68,16421581.07
2025-07-06,B003,107800.00,47595.35,60204.65,11510854.23
2025-07-06,B004,107800.00,40393.87,67406.13,12787072.95
2025-07-06,B005,121942.79,38546.83,83395.96,12981939.93
2025-07-07,B001,135573.73,33451.86,102121.87,19788276.98
2025-07-07,B002,128000.00,52020.88,75979.12,16497560.19
2025-07-07,B003,98000.00,43164.79,54835.21,11565689.44
2025-07-07,B004,118768.47,44815.24,73953.23,12861026.17
2025-07-07,B005,98000.00,34779.28,63220.72,13045160.65
2025-07-08,B001,128000.00,35291.57,92708.43,19880985.40
2025-07-08,B002,128000.00,49763.56,78236.44,16575796.64
2025-07-08,B003,106230.05,50881.27,55348.78,11621038.23
2025-07-08,B004,98000.00,40668.31,57331.69,12918357.87
2025-07-08,B005,98000.00,34779.28,63220.72,13108381.37
2025-07-09,B001,128000.00,31408.81,96591.19,19977576.59
2025-07-09,B002,140749.32,52859.04,87890.29,16663686.92
2025-07-09,B003,98000.00,43164.79,54835.21,11675873.44
2025-07-09,B004,98000.00,39420.91,58579.09,12976936.96
2025-07-09,B005,106474.30,37248.74,69225.56,13177606.93
2025-07-10,B001,141096.53,34583.78,106512.75,20084089.34
2025-07-10,B002,128000.00,52816.34,75183.66,16738870.58
2025-07-10,B003,98000.00,48601.39,49398.61,11725272.05
2025-07-10,B004,105324.16,38502.83,66821.33,13043758.29
2025-07-10,B005,98000.00,39110.96,58889.04,13236495.97
2025-07-11,B001,128000.00,34933.93,93066.07,20177155.40
2025-07-11,B002,128000.00,49763.56,78236.44,16817107.03
2025-07-11,B003,104506.65,44867.07,59639.58,11784911.63
2025-07-11,B004,98000.00,36734.08,61265.92,13105024.22
2025-07-11,B005,98000.00,34779.28,63220.72,13299716.69
2025-07-12,B001,140800.00,34154.79,106645.21,20283800.61
2025-07-12,B002,161844.71,55396.09,106448.63,16923555.66
2025-07-12,B003,107800.00,43164.79,64635.21,11849546.84
2025-07-12,B004,107800.00,36734.08,71065.92,13176090.14
2025-07-12,B005,117297.08,37109.01,80188.08,13379904.77
2025-07-13,B001,155805.99,38227.57,117578.42,20401379.03
2025-07-13,B002,140800.00,51901.73,88898.27,17012453.93
2025-07-13,B003,107800.00,43164.79,64635.21,11914182.05
2025-07-13,B004,112057.12,37738.04,74319.08,13250409.22
2025-07-13,B005,107800.00,39252.43,68547.57,13448452.34
2025-07-14,B001,128000.00,35345.99,92654.01,20494033.04
2025-07-14,B002,128000.00,49763.56,78236.44,17090690.37
2025-07-14,B003,104413.74,50859.48,53554.26,11967736.31
2025-07-14,B004,98000.00,36734.08,61265.92,13311675.14
2025-07-14,B005,98000.00,40437.83,57562.17,13506014.51
2025-07-15,B001,128000.00,35499.10,92500.90,20586533.94
2025-07-15,B002,136329.45,51825.63,84503.83,17175194.20
2025-07-15,B003,98000.00,43164.79,54835.21,12022571.52
2025-07-15,B004,98000.00,36734.08,61265.92,13372941.06
2025-07-15,B005,102117.14,35865.93,66251.22,13572265.73
2025-07-16,B001,146443.15,36400.39,110042.76,20696576.70
2025-07-16,B002,128000.00,49763.56,78236.44,17253430.64
2025-07-16,B003,98000.00,43164.79,54835.21,12077406.73
2025-07-16,B004,117867.23,44784.84,73082.39,13446023.45
2025-07-16,B005,98000.00,40521.85,57478.15,13629743.88
2025-07-17,B001,128000.00,31408.81,96591.19,20793167.88
2025-07-17,B002,128000.00,52000.58,75999.42,17329430.06
2025-07-17,B003,115761.04,53050.94,62710.10,12140116.83
2025-07-17,B004,98000.00,40079.70,57920.30,13503943.75
2025-07-17,B005,98000.00,34779.28,63220.72,13692964.60
2025-07-18,B001,128000.00,31408.81,96591.19,20889759.07
2025-07-18,B002,137018.36,52218.69,84799.67,17414229.74
2025-07-18,B003,98000.00,48770.13,49229.87,12189346.70
2025-07-18,B004,98000.00,36734.08,61265.92,13565209.67
2025-07-18,B005,118624.33,39853.29,78771.05,13771735.65
2025-07-19,B001,156571.45,39215.73,117355.72,21007114.79
2025-07-19,B002,140800.00,52242.76,88557.24,17502786.97
2025-07-19,B003,107800.00,43164.79,64635.21,12253981.91
2025-07-19,B004,132074.65,46072.15,86002.50,13651212.16
2025-07-19,B005,107800.00,34779.28,73020.72,13844756.37
2025-07-20,B001,140800.00,31408.81,109391.19,21116505.97
2025-07-20,B002,140800.00,49763.56,91036.44,17593823.42
2025-07-20,B003,119330.74,51726.75,67603.99,12321585.90
2025-07-20,B004,107800.00,36734.08,71065.92,13722278.09
2025-07-20,B005,107800.00,34779.28,73020.72,13917777.09
2025-07-21,B001,128000.00,31408.81,96591.19,21213097.16
2025-07-21,B002,147334.23,54948.65,92385.59,17686209.00
2025-07-21,B003,98000.00,43164.79,54835.21,12376421.11
2025-07-21,B004,98000.00,36734.08,61265.92,13783544.01
2025-07-21,B005,119549.78,40053.42,79496.37,13997273.46
2025-07-22,B001,136739.15,34075.46,102663.69,21315760.85
2025-07-22,B002,128000.00,49763.56,78236.44,17764445.45
2025-07-22,B003,98000.00,48303.55,49696.45,12426117.56
2025-07-22,B004,113986.75,40956.89,73029.86,13856573.87
2025-07-22,B005,98000.00,34779.28,63220.72,14060494.18
2025-07-23,B001,128000.00,31408.81,96591.19,21412352.04
2025-07-23,B002,128000.00,52795.73,75204.27,17839649.72
2025-07-23,B003,101943.70,44174.24,57769.46,12483887.02
2025-07-23,B004,98000.00,36734.08,61265.92,13917839.79
2025-07-23,B005,98000.00,39557.38,58442.62,14118936.80
2025-07-24,B001,128000.00,34395.50,93604.50,21505956.54
2025-07-24,B002,142366.23,53203.17,89163.06,17928812.78
2025-07-24,B003,98000.00,46887.42,51112.58,12534999.60
2025-07-24,B004,98000.00,40197.43,57802.57,13975642.35
2025-07-24,B005,112102.38,38620.62,73481.76,14192418.57
2025-07-25,B001,145183.34,35830.27,109353.07,21615309.60
2025-07-25,B002,128000.00,51754.35,76245.65,18005058.43
2025-07-25,B003,98000.00,43164.79,54835.21,12589834.81
2025-07-25,B004,124324.58,44840.73,79483.85,14055126.20
2025-07-25,B005,98000.00,40089.59,57910.41,14250328.97
2025-07-26,B001,140800.00,31408.81,109391.19,21724700.79
2025-07-26,B002,140800.00,49763.56,91036.44,18096094.87
2025-07-26,B003,115460.88,45036.90,70423.98,12660258.80
2025-07-26,B004,107800.00,36734.08,71065.92,14126192.12
2025-07-26,B005,107800.00,38887.43,68912.57,14319241.54
2025-07-27,B001,140800.00,31408.81,109391.19,21834091.98
2025-07-27,B002,148535.75,51897.49,96638.26,18192733.13
2025-07-27,B003,107800.00,47631.99,60168.01,12720426.81
2025-07-27,B004,107800.00,36734.08,71065.92,14197258.05
2025-07-27,B005,112612.82,35907.41,76705.42,14395946.96
2025-07-28,B001,137882.72,34093.56,103789.16,21937881.14
2025-07-28,B002,128000.00,52010.20,75989.80,18268722.93
2025-07-28,B003,98000.00,43164.79,54835.21,12775262.02
2025-07-28,B004,114887.57,44759.29,70128.28,14267386.33
2025-07-28,B005,98000.00,34779.28,63220.72,14459167.68
2025-07-29,B001,128000.00,31408.81,96591.19,22034472.32
2025-07-29,B002,128000.00,52253.21,75746.79,18344469.72
2025-07-29,B003,106149.23,45171.14,60978.10,12836240.12
2025-07-29,B004,98000.00,40004.40,57995.60,14325381.93
2025-07-29,B005,98000.00,40227.36,57772.64,14516940.32
2025-07-30,B001,128000.00,31408.81,96591.19,22131063.51
2025-07-30,B002,135612.65,51741.19,83871.46,18428341.18
2025-07-30,B003,98000.00,48682.63,49317.37,12885557.49
2025-07-30,B004,98000.00,36734.08,61265.92,14386647.85
2025-07-30,B005,113541.85,44544.18,68997.67,14585937.99
2025-07-31,B001,131885.19,35755.78,96129.41,22227192.92
2025-07-31,B002,128000.00,49763.56,78236.44,18506577.62
2025-07-31,B003,98000.00,47316.70,50683.30,12936240.80
2025-07-31,B004,103285.81,37998.03,65287.79,14451935.64
2025-07-31,B005,98000.00,34779.28,63220.72,14649158.71
2025-08-01,B001,128000.00,31250.35,96749.65,22323942.57
2025-08-01,B002,128000.00,49931.02,78068.98,18584646.60
2025-08-01,B003,108785.34,46394.87,62390.47,12998631.26
2025-08-01,B004,98000.00,41034.04,56965.96,14508901.60
2025-08-01,B005,98000.00,41511.21,56488.79,14705647.50
2025-08-02,B001,140800.00,31250.35,109549.65,22433492.21
2025-08-02,B002,143660.12,54284.31,89375.81,18674022.41
2025-08-02,B003,107800.00,43268.28,64531.72,13063162.98
2025-08-02,B004,107800.00,36688.82,71111.18,14580012.78
2025-08-02,B005,119083.48,42777.94,76305.54,14781953.04
2025-08-03,B001,156529.29,35544.43,120984.85,22554477.06
2025-08-03,B002,140800.00,54093.09,86706.91,18760729.33
2025-08-03,B003,107800.00,43268.28,64531.72,13127694.70
2025-08-03,B004,125538.77,45500.79,80037.98,14660050.76
2025-08-03,B005,107800.00,34846.19,72953.81,14854906.85
2025-08-04,B001,128000.00,36040.07,91959.93,22646436.99
2025-08-04,B002,128000.00,52558.49,75441.51,18836170.84
2025-08-04,B003,112576.63,54770.90,57805.73,13185500.43
2025-08-04,B004,98000.00,36688.82,61311.18,14721361.95
2025-08-04,B005,98000.00,34846.19,63153.81,14918060.66
2025-08-05,B001,128000.00,31250.35,96749.65,22743186.64
2025-08-05,B002,131546.06,53962.14,77583.93,18913754.77
2025-08-05,B003,98000.00,48721.10,49278.90,13234779.33
2025-08-05,B004,98000.00,36688.82,61311.18,14782673.13
2025-08-05,B005,106901.75,43657.29,63244.47,14981305.12
2025-08-06,B001,139733.24,39335.07,100398.17,22843584.80
2025-08-06,B002,128000.00,53565.48,74434.52,18988189.28
2025-08-06,B003,98000.00,43268.28,54731.72,13289511.05
2025-08-06,B004,107172.38,39491.04,67681.34,14850354.47
2025-08-06,B005,98000.00,41162.49,56837.51,15038142.63
2025-08-07,B001,128000.00,31250.35,96749.65,22940334.45
2025-08-07,B002,128000.00,53834.18,74165.82,19062355.10
2025-08-07,B003,103328.78,44887.94,58440.84,13347951.89
2025-08-07,B004,98000.00,40473.00,57527.00,14907881.46
2025-08-07,B005,98000.00,42591.12,55408.88,15093551.52
2025-08-08,B001,128000.00,36982.64,91017.36,23031351.81
2025-08-08,B002,134019.54,54870.95,79148.60,19141503.70
2025-08-08,B003,98000.00,43268.28,54731.72,13402683.61
2025-08-08,B004,98000.00,36688.82,61311.18,14969192.65
2025-08-08,B005,110572.64,38620.37,71952.26,15165503.78
2025-08-09,B001,145993.43,32383.97,113609.46,23144961.26
2025-08-09,B002,140800.00,49931.02,90868.98,19232372.68
2025-08-09,B003,107800.00,49929.28,57870.72,13460554.32
2025-08-09,B004,111978.22,41972.40,70005.81,15039198.46
2025-08-09,B005,107800.00,40903.87,66896.13,15232399.91
2025-08-10,B001,140800.00,37137.52,103662.48,23248623.75
2025-08-10,B002,140800.00,53777.16,87022.84,19319395.52
2025-08-10,B003,115950.32,52379.75,63570.57,13524124.89
2025-08-10,B004,107800.00,36688.82,71111.18,15110309.64
2025-08-10,B005,107800.00,34846.19,72953.81,15305353.71
2025-08-11,B001,128000.00,31250.35,96749.65,23345373.39
2025-08-11,B002,135034.15,55611.79,79422.36,19398817.88
2025-08-11,B003,98000.00,43268.28,54731.72,13578856.61
2025-08-11,B004,98000.00,40438.39,57561.61,15167871.25
2025-08-11,B005,101294.02,35701.00,65593.02,15370946.73
2025-08-12,B001,140929.63,39324.07,101605.56,23446978.95
2025-08-12,B002,128000.00,53836.47,74163.53,19472981.41
2025-08-12,B003,98000.00,43268.28,54731.72,13633588.33
2025-08-12,B004,120776.28,46819.19,73957.10,15241828.35
2025-08-12,B005,98000.00,34846.19,63153.81,15434100.54
2025-08-13,B001,128000.00,31250.35,96749.65,23543728.59
2025-08-13,B002,128000.00,49931.02,78068.98,19551050.39
2025-08-13,B003,110998.65,52638.95,58359.71,13691948.04
2025-08-13,B004,98000.00,36688.82,61311.18,15303139.53
2025-08-13,B005,98000.00,34846.19,63153.81,15497254.34
2025-08-14,B001,128000.00,31250.35,96749.65,23640478.24
2025-08-14,B002,131035.67,50693.90,80341.77,19631392.15
2025-08-14,B003,98000.00,43268.28,54731.72,13746679.75
2025-08-14,B004,98000.00,41460.81,56539.19,15359678.72
2025-08-14,B005,110550.41,38175.23,72375.18,15569629.52
2025-08-15,B001,130522.34,31982.69,98539.65,23739017.88
2025-08-15,B002,128000.00,49931.02,78068.98,19709461.13
2025-08-15,B003,98000.00,43268.28,54731.72,13801411.47
2025-08-15,B004,101913.27,37798.37,64114.90,15423793.62
2025-08-15,B005,98000.00,41467.12,56532.88,15626162.40
2025-08-16,B001,140800.00,36313.95,104486.05,23843503.93
2025-08-16,B002,140800.00,53947.77,86852.23,19796313.37
2025-08-16,B003,119058.72,53060.39,65998.32,13867409.80
2025-08-16,B004,107800.00,41332.03,66467.97,15490261.59
2025-08-16,B005,107800.00,41756.06,66043.94,15692206.34
2025-08-17,B001,140800.00,31250.35,109549.65,23953053.58
2025-08-17,B002,153813.77,53263.86,100549.91,19896863.27
2025-08-17,B003,107800.00,49846.68,57953.32,13925363.12
2025-08-17,B004,107800.00,40847.67,66952.33,15557213.92
2025-08-17,B005,125084.26,39601.25,85483.01,15777689.35
2025-08-18,B001,144690.50,35994.48,108696.02,24061749.59
2025-08-18,B002,128000.00,49931.02,78068.98,19974932.25
2025-08-18,B003,98000.00,43268.28,54731.72,13980094.84
2025-08-18,B004,106010.11,38610.37,67399.75,15624613.66
2025-08-18,B005,98000.00,34846.19,63153.81,15840843.15
2025-08-19,B001,128000.00,31250.35,96749.65,24158499.24
2025-08-19,B002,128000.00,49931.02,78068.98,20053001.23
2025-08-19,B003,106718.12,51654.09,55064.03,14035158.87
2025-08-19,B004,98000.00,40344.18,57655.82,15682269.48
2025-08-19,B005,98000.00,42260.70,55739.30,15896582.45
2025-08-20,B001,128000.00,31250.35,96749.65,24255248.88
2025-08-20,B002,141696.58,53960.50,87736.08,20140737.31
2025-08-20,B003,98000.00,48538.11,49461.89,14084620.76
2025-08-20,B004,98000.00,36688.82,61311.18,15743580.66
2025-08-20,B005,116606.50,40358.80,76247.70,15972830.15
2025-08-21,B001,144160.06,40984.33,103175.73,24358424.62
2025-08-21,B002,128000.00,53209.18,74790.82,20215528.13
2025-08-21,B003,98000.00,50560.15,47439.85,14132060.61
2025-08-21,B004,108872.10,39367.13,69504.97,15813085.63
2025-08-21,B005,98000.00,40446.52,57553.48,16030383.63
2025-08-22,B001,128000.00,31250.35,96749.65,24455174.26
2025-08-22,B002,128000.00,53342.26,74657.74,20290185.87
2025-08-22,B003,103468.38,44859.02,58609.36,14190669.97
2025-08-22,B004,98000.00,40398.85,57601.15,15870686.78
2025-08-22,B005,98000.00,34846.19,63153.81,16093537.44
2025-08-23,B001,140800.00,35256.12,105543.88,24560718.14
2025-08-23,B002,151300.12,52677.34,98622.78,20388808.65
2025-08-23,B003,107800.00,43268.28,64531.72,14255201.69
2025-08-23,B004,107800.00,36688.82,71111.18,15941797.96
2025-08-23,B005,117514.34,42355.95,75158.40,16168695.83
2025-08-24,B001,164432.64,36772.23,127660.40,24688378.55
2025-08-24,B002,140800.00,49931.02,90868.98,20479677.63
2025-08-24,B003,107800.00,43268.28,64531.72,14319733.40
2025-08-24,B004,112185.08,37844.25,74340.83,16016138.80
2025-08-24,B005,107800.00,34846.19,72953.81,16241649.64
2025-08-25,B001,128000.00,35116.45,92883.55,24781262.10
2025-08-25,B002,128000.00,54078.11,73921.89,20553599.52
2025-08-25,B003,102722.71,52184.16,50538.55,14370271.96
2025-08-25,B004,98000.00,36688.82,61311.18,16077449.98
2025-08-25,B005,98000.00,34846.19,63153.81,16304803.44
2025-08-26,B001,128000.00,31250.35,96749.65,24878011.75
2025-08-26,B002,145339.76,54107.33,91232.43,20644831.95
2025-08-26,B003,98000.00,49512.35,48487.65,14418759.61
2025-08-26,B004,98000.00,36688.82,61311.18,16138761.16
2025-08-26,B005,103882.33,36429.03,67453.29,16372256.74
2025-08-27,B001,156916.12,39108.62,117807.49,24995819.24
2025-08-27,B002,128000.00,49931.02,78068.98,20722900.93
2025-08-27,B003,98000.00,48985.12,49014.88,14467774.49
2025-08-27,B004,100491.05,37324.77,63166.29,16201927.45
2025-08-27,B005,98000.00,34846.19,63153.81,16435410.54
2025-08-28,B001,128000.00,36125.46,91874.54,25087693.78
2025-08-28,B002,128000.00,53202.81,74797.19,20797698.12
2025-08-28,B003,102286.86,44307.58,57979.28,14525753.77
2025-08-28,B004,98000.00,42343.51,55656.49,16257583.93
2025-08-28,B005,98000.00,34846.19,63153.81,16498564.35
2025-08-29,B001,128000.00,36916.43,91083.57,25178777.35
2025-08-29,B002,141158.63,57877.71,83280.91,20880979.03
2025-08-29,B003,98000.00,50075.60,47924.40,14573678.17
2025-08-29,B004,98000.00,40841.54,57158.46,16314742.39
2025-08-29,B005,111164.67,44150.39,67014.27,16565578.62
2025-08-30,B001,153198.89,39456.92,113741.97,25292519.32
2025-08-30,B002,140800.00,49931.02,90868.98,20971848.01
2025-08-30,B003,107800.00,43268.28,64531.72,14638209.89
2025-08-30,B004,124374.81,40330.80,84044.02,16398786.41
2025-08-30,B005,107800.00,34846.19,72953.81,16638532.43
2025-08-31,B001,140800.00,31250.35,109549.65,25402068.96
2025-08-31,B002,140800.00,49931.02,90868.98,21062716.99
2025-08-31,B003,124351.70,53135.93,71215.78,14709425.67
2025-08-31,B004,107800.00,36688.82,71111.18,16469897.59
2025-08-31,B005,107800.00,34846.19,72953.81,16711486.23
2025-09-01,B001,128000.00,31597.08,96402.92,25498471.88
2025-09-01,B002,137971.31,51793.89,86177.42,21148894.41
2025-09-01,B003,98000.00,47363.67,50636.33,14760061.99
2025-09-01,B004,98000.00,38870.13,59129.87,16529027.46
2025-09-01,B005,100220.82,40148.69,60072.13,16771558.37
2025-09-02,B001,141861.45,38557.72,103303.74,25601775.61
2025-09-02,B002,128000.00,49390.90,78609.10,21227503.51
2025-09-02,B003,98000.00,43367.79,54632.21,14814694.21
2025-09-02,B004,103876.71,40429.82,63446.89,16592474.35
2025-09-02,B005,98000.00,38971.50,59028.50,16830586.87
2025-09-03,B001,128000.00,35811.27,92188.73,25693964.34
2025-09-03,B002,128000.00,49390.90,78609.10,21306112.61
2025-09-03,B003,110234.02,52351.43,57882.60,14872576.80
2025-09-03,B004,98000.00,36173.92,61826.08,16654300.43
2025-09-03,B005,98000.00,35045.37,62954.63,16893541.49
2025-09-04,B001,128000.00,35119.34,92880.66,25786845.00
2025-09-04,B002,131917.93,52965.10,78952.83,21385065.44
2025-09-04,B003,98000.00,47504.93,50495.07,14923071.87
2025-09-04,B004,98000.00,36173.92,61826.08,16716126.50
2025-09-04,B005,115254.83,39203.69,76051.14,16969592.63
2025-09-05,B001,130719.95,32396.84,98323.11,25885168.11
2025-09-05,B002,128000.00,49390.90,78609.10,21463674.54
2025-09-05,B003,98000.00,43367.79,54632.21,14977704.09
2025-09-05,B004,100918.75,40835.14,60083.61,16776210.12
2025-09-05,B005,98000.00,40402.96,57597.04,17027189.67
2025-09-06,B001,140800.00,31597.08,109202.92,25994371.03
2025-09-06,B002,140800.00,49390.90,91409.10,21555083.64
2025-09-06,B003,113754.08,48653.79,65100.29,15042804.37
2025-09-06,B004,107800.00,36173.92,71626.08,16847836.19
2025-09-06,B005,107800.00,40138.04,67661.96,17094851.63
2025-09-07,B001,140800.00,31597.08,109202.92,26103573.94
2025-09-07,B002,145681.12,52734.54,92946.58,21648030.22
2025-09-07,B003,107800.00,49180.82,58619.18,15101423.55
2025-09-07,B004,107800.00,36173.92,71626.08,16919462.27
2025-09-07,B005,127838.91,39421.27,88417.64,17183269.28
2025-09-08,B001,138424.82,34495.88,103928.94,26207502.88
2025-09-08,B002,128000.00,49390.90,78609.10,21726639.32
2025-09-08,B003,98000.00,43367.79,54632.21,15156055.77
2025-09-08,B004,111084.63,39320.27,71764.36,16991226.62
2025-09-08,B005,98000.00,35045.37,62954.63,17246223.90
2025-09-09,B001,128000.00,31597.08,96402.92,26303905.79
2025-09-09,B002,128000.00,52244.30,75755.70,21802395.02
2025-09-09,B003,113129.80,47349.40,65780.40,15221836.17
2025-09-09,B004,98000.00,36173.92,61826.08,17053052.70
2025-09-09,B005,98000.00,40578.91,57421.09,17303645.00
2025-09-10,B001,128000.00,35289.76,92710.24,26396616.04
2025-09-10,B002,136236.64,51926.17,84310.47,21886705.49
2025-09-10,B003,98000.00,48739.52,49260.48,15271096.65
2025-09-10,B004,98000.00,36173.92,61826.08,17114878.78
2025-09-10,B005,105391.50,37219.95,68171.55,17371816.54
2025-09-11,B001,156811.36,39360.96,117450.39,26514066.43
2025-09-11,B002,128000.00,49390.90,78609.10,21965314.59
2025-09-11,B003,98000.00,43367.79,54632.21,15325728.86
2025-09-11,B004,102011.87,40276.39,61735.48,17176614.26
2025-09-11,B005,98000.00,39358.83,58641.17,17430457.71
2025-09-12,B001,128000.00,31597.08,96402.92,26610469.34
2025-09-12,B002,128000.00,49390.90,78609.10,22043923.69
2025-09-12,B003,113519.42,52937.68,60581.74,15386310.61
2025-09-12,B004,98000.00,36173.92,61826.08,17238440.34
2025-09-12,B005,98000.00,35045.37,62954.63,17493412.33
2025-09-13,B001,140800.00,31597.08,109202.92,26719672.26
2025-09-13,B002,146957.22,50834.34,96122.88,22140046.57
2025-09-13,B003,107800.00,48984.46,58815.54,15445126.14
2025-09-13,B004,107800.00,36173.92,71626.08,17310066.42
2025-09-13,B005,116257.67,36897.59,79360.07,17572772.41
2025-09-14,B001,157143.61,35240.04,121903.57,26841575.83
2025-09-14,B002,140800.00,49390.90,91409.10,22231455.67
2025-09-14,B003,107800.00,43367.79,64432.21,15509558.36
2025-09-14,B004,122570.47,39729.37,82841.09,17392907.51
2025-09-14,B005,107800.00,35045.37,72754.63,17645527.04
2025-09-15,B001,128000.00,35749.09,92250.91,26933826.74
2025-09-15,B002,128000.00,52114.22,75885.78,22307341.45
2025-09-15,B003,100981.32,44260.20,56721.12,15566279.47
2025-09-15,B004,98000.00,39882.13,58117.87,17451025.38
2025-09-15,B005,98000.00,39478.18,58521.82,17704048.85
2025-09-16,B001,128000.00,34495.75,93504.25,27027330.98
2025-09-16,B002,152615.32,55318.44,97296.88,22404638.32
2025-09-16,B003,98000.00,43367.79,54632.21,15620911.68
2025-09-16,B004,98000.00,36173.92,61826.08,17512851.45
2025-09-16,B005,107235.42,43050.75,64184.68,17768233.53
2025-09-17,B001,142405.77,39760.49,102645.28,27129976.26
2025-09-17,B002,128000.00,49390.90,78609.10,22483247.42
2025-09-17,B003,98000.00,43367.79,54632.21,15675543.90
2025-09-17,B004,102949.37,40743.55,62205.82,17575057.28
2025-09-17,B005,98000.00,40780.18,57219.82,17825453.36
2025-09-18,B001,128000.00,31597.08,96402.92,27226379.18
2025-09-18,B002,128000.00,49390.90,78609.10,22561856.52
2025-09-18,B003,103342.50,50015.54,53326.95,15728870.85
2025-09-18,B004,98000.00,36173.92,61826.08,17636883.35
2025-09-18,B005,98000.00,39421.43,58578.57,17884031.93
2025-09-19,B001,128000.00,31597.08,96402.92,27322782.09
2025-09-19,B002,132594.57,50679.31,81915.26,22643771.78
2025-09-19,B003,98000.00,43367.79,54632.21,15783503.06
2025-09-19,B004,98000.00,36173.92,61826.08,17698709.43
2025-09-19,B005,105182.92,42177.18,63005.74,17947037.67
2025-09-20,B001,151239.11,37902.78,113336.33,27436118.42
2025-09-20,B002,140800.00,52151.59,88648.41,22732420.19
2025-09-20,B003,107800.00,43367.79,64432.21,15847935.27
2025-09-20,B004,112048.12,37306.55,74741.57,17773451.00
2025-09-20,B005,107800.00,39978.58,67821.42,18014859.08
2025-09-21,B001,140800.00,31597.08,109202.92,27545321.34
2025-09-21,B002,140800.00,51412.27,89387.73,22821807.92
2025-09-21,B003,121252.92,46764.57,74488.36,15922423.63
2025-09-21,B004,107800.00,36173.92,71626.08,17845077.07
2025-09-21,B005,107800.00,35045.37,72754.63,18087613.71
2025-09-22,B001,128000.00,31597.08,96402.92,27641724.25
2025-09-22,B002,133392.47,50850.11,82542.36,22904350.28
2025-09-22,B003,98000.00,47341.14,50658.86,15973082.49
2025-09-22,B004,98000.00,36173.92,61826.08,17906903.15
2025-09-22,B005,105822.64,42996.10,62826.54,18150440.25
2025-09-23,B001,148822.99,41745.64,107077.35,27748801.60
2025-09-23,B002,128000.00,51514.32,76485.68,22980835.96
2025-09-23,B003,98000.00,43367.79,54632.21,16027714.71
2025-09-23,B004,104549.06,42219.13,62329.93,17969233.08
2025-09-23,B005,98000.00,39396.93,58603.07,18209043.32
2025-09-24,B001,128000.00,31597.08,96402.92,27845204.52
2025-09-24,B002,128000.00,51761.11,76238.89,23057074.85
2025-09-24,B003,116064.98,48411.69,67653.29,16095368.00
2025-09-24,B004,98000.00,39125.28,58874.72,18028107.80
2025-09-24,B005,98000.00,35045.37,62954.63,18271997.95
2025-09-25,B001,128000.00,31597.08,96402.92,27941607.43
2025-09-25,B002,151769.56,55280.55,96489.01,23153563.85
2025-09-25,B003,98000.00,48560.27,49439.73,16144807.73
2025-09-25,B004,98000.00,36173.92,61826.08,18089933.88
2025-09-25,B005,105994.38,42962.28,63032.10,18335030.05
2025-09-26,B001,138985.96,39016.12,99969.84,28041577.28
2025-09-26,B002,128000.00,49390.90,78609.10,23232172.95
2025-09-26,B003,98000.00,43367.79,54632.21,16199439.94
2025-09-26,B004,113621.33,40518.88,73102.45,18163036.33
2025-09-26,B005,98000.00,40036.71,57963.29,18392993.34
2025-09-27,B001,140800.00,35366.41,105433.59,28147010.87
2025-09-27,B002,140800.00,49390.90,91409.10,23323582.05
2025-09-27,B003,122898.06,46796.21,76101.85,16275541.79
2025-09-27,B004,107800.00,36173.92,71626.08,18234662.40
2025-09-27,B005,107800.00,35045.37,72754.63,18465747.97
2025-09-28,B001,140800.00,35188.76,105611.24,28252622.11
